row_index,new_name,FuelType,current_pm,eia_pm,changed
1125,Solar Photovoltaic Project No16_S016C,Solar Photovoltaic,PVe,PVe,false
1126,Solar Photovoltaic Project No17_S017A,Solar Photovoltaic,PVe,PVe,false
1127,Solar Photovoltaic Project No17_S017B,Solar Photovoltaic,PVe,PVe,false
1128,Solar Photovoltaic Project No17_S017C,Solar Photovoltaic,PVe,PVe,false
1129,Solar Photovoltaic Project No17_S017D,Solar Photovoltaic,PVe,PVe,false
1130,Solar Photovoltaic Project No17_S017E,Solar Photovoltaic,PVe,PVe,false
1131,Solar Photovoltaic Project No17_S017F,Solar Photovoltaic,PVe,PVe,false
1132,Solar Photovoltaic Project No17_S017G,Solar Photovoltaic,PVe,PVe,false
1133,Solar Photovoltaic Project No18_S018A,Solar Photovoltaic,PVe,PVe,false
1134,Solar Photovoltaic Project No18_S018B,Solar Photovoltaic,PVe,PVe,false
1135,Solar Photovoltaic Project No18_S018C,Solar Photovoltaic,PVe,PVe,false
1136,Solar Photovoltaic Project No23_S023A,Solar Photovoltaic,PVe,PVe,false
1137,Solar Photovoltaic Project No23_S023B,Solar Photovoltaic,PVe,PVe,false
1138,Solar Photovoltaic Project No23_S023C,Solar Photovoltaic,PVe,PVe,false
1139,Solar Photovoltaic Project No23_S023D,Solar Photovoltaic,PVe,PVe,false
1140,Solar Photovoltaic Project No23_S023E,Solar Photovoltaic,PVe,PVe,false
1141,Solar Photovoltaic Project No26_S026A,Solar Photovoltaic,PVe,PVe,false
1142,Solar Photovoltaic Project No26_S026B,Solar Photovoltaic,PVe,PVe,false
1143,Solar Photovoltaic Project No26_S026C,Solar Photovoltaic,PVe,PVe,false
1144,Solar Photovoltaic Project No26_S026D,Solar Photovoltaic,PVe,PVe,false
1145,Solar Photovoltaic Project No26_S026E,Solar Photovoltaic,PVe,PVe,false
1146,Solar Photovoltaic Project No26_S026F,Solar Photovoltaic,PVe,PVe,false
1147,Solar Photovoltaic Project No26_S026G,Solar Photovoltaic,PVe,PVe,false
1148,Solar Photovoltaic Project No26_S026H,Solar Photovoltaic,PVe,PVe,false
1149,Solar Photovoltaic Project No26_S026I,Solar Photovoltaic,PVe,PVe,false
1150,Solar Photovoltaic Project No26_S026J,Solar Photovoltaic,PVe,PVe,false
1151,Solar Photovoltaic Project No26_SO26K,Solar Photovoltaic,PVe,PVe,false
1152,Solar Photovoltaic Project No26_SO26L,Solar Photovoltaic,PVe,PVe,false
1153,Solar Photovoltaic Project No27_S027A,Solar Photovoltaic,PVe,PVe,false
1154,Solar Photovoltaic Project No27_S027B,Solar Photovoltaic,PVe,PVe,false
1155,Solar Photovoltaic Project No27_S027C,Solar Photovoltaic,PVe,PVe,false
1156,Solar Photovoltaic Project No27_S027D,Solar Photovoltaic,PVe,PVe,false
1157,Solar Photovoltaic Project No28_S028A,Solar Photovoltaic,PVe,PVe,false
1158,Solar Photovoltaic Project No28_S028B,Solar Photovoltaic,PVe,PVe,false
1159,Solar Photovoltaic Project No28_S028C,Solar Photovoltaic,PVe,PVe,false
1160,Solar Photovoltaic Project No28_S028D,Solar Photovoltaic,PVe,PVe,false
1161,Solar Photovoltaic Project No28_S028E,Solar Photovoltaic,PVe,PVe,false
1162,Solar Photovoltaic Project No28_S028F,Solar Photovoltaic,PVe,PVe,false
1163,Solar Photovoltaic Project No28_S028G,Solar Photovoltaic,PVe,PVe,false
1164,Marsh Landing Generating Station_1,Natural Gas Fired Combustion Turbine,GT,GT,false
1165,Marsh Landing Generating Station_2,Natural Gas Fired Combustion Turbine,GT,GT,false
1166,Marsh Landing Generating Station_3,Natural Gas Fired Combustion Turbine,GT,GT,false
1167,Marsh Landing Generating Station_4,Natural Gas Fired Combustion Turbine,GT,GT,false
1168,Alta Wind Energy Center I_AW01,Onshore Wind Turbine,WT,WT,false
1169,Alta Wind Energy Center II_AW02,Onshore Wind Turbine,WT,WT,false
1170,Alta Wind Energy Center III_AW03,Onshore Wind Turbine,WT,WT,false
1171,Alta Wind Energy Center IV_AW04,Onshore Wind Turbine,WT,WT,false
1172,Alta Wind Energy Center V_AW05,Onshore Wind Turbine,WT,WT,false
1173,Alpine Solar_1,Solar Photovoltaic,PVe,PVe,false
1174,Dutch Wind Energy_DEC,Onshore Wind Turbine,WT,WT,false
1175,Garnet Wind Energy Center_1,Onshore Wind Turbine,WT,WT,false
1176,Adelanto Solar Project_1,Solar Photovoltaic,PVe,PVe,false
1177,Maclay Solar Project_1,Solar Photovoltaic,PVe,PVe,false
1178,Pacific Cruise Ship Terminals Berth 93_1,Solar Photovoltaic,PVe,PVe,false
1179,1420 Coil Av NoC_1,Solar Photovoltaic,PVe,PVe,false
1180,Occidental College Solar Project_1,Solar Photovoltaic,PVe,PVe,false
1181,Metro Support Services Center Solar_1,Solar Photovoltaic,PVe,PVe,false
1182,Los Angeles Harbor College_1,Solar Photovoltaic,PVe,PVe,false
1183,Sierra SunTower Solar Gen Station_UNIT1,Solar Thermal without Energy Storage,PVe,ST,true
1184,Mojave Solar Project_MSP1,Solar Thermal without Energy Storage,PVe,ST,true
1185,Mojave Solar Project_MSP2,Solar Thermal without Energy Storage,PVe,ST,true
1186,Panoche Valley Solar Farm_1,Solar Photovoltaic,PVe,PVe,false
1187,Avenal Park_1,Solar Photovoltaic,PVe,PVe,false
1188,Sun City Project LLC_1,Solar Photovoltaic,PVe,PVe,false
1189,Sand Drag LLC_1,Solar Photovoltaic,PVe,PVe,false
1190,Siphon Drop Power Plant_1,Conventional Hydroelectric,HA,HY,true
1191,Siphon Drop Power Plant_2,Conventional Hydroelectric,HA,HY,true
1192,AV Solar Ranch One_AVSR,Solar Photovoltaic,PVe,PVe,false
1193,Genesis Solar Energy Project_GEN01,Solar Thermal without Energy Storage,PVe,ST,true
1194,Genesis Solar Energy Project_GEN02,Solar Thermal without Energy Storage,PVe,ST,true
1195,Yolo County Solar Project_1,Solar Photovoltaic,PVe,PVe,false
1196,California Valley Solar Ranch_HPR2,Solar Photovoltaic,PVe,PVe,false
1197,California Valley Solar Ranch_HPR2A,Solar Photovoltaic,PVe,PVe,false
1198,California Valley Solar Ranch_HPR2B,Solar Photovoltaic,PVe,PVe,false
1199,California Valley Solar Ranch_HPR2C,Solar Photovoltaic,PVe,PVe,false
1200,California Valley Solar Ranch_HPR2D,Solar Photovoltaic,PVe,PVe,false
1201,Solar Photovoltaic Project No42_S42A,Solar Photovoltaic,PVe,PVe,false
1202,Solar Photovoltaic Project No42_S42B,Solar Photovoltaic,PVe,PVe,false
1203,Solar Photovoltaic Project No42_S42C,Solar Photovoltaic,PVe,PVe,false
1204,Solar Photovoltaic Project No42_S42D,Solar Photovoltaic,PVe,PVe,false
1205,Solar Photovoltaic Project No42_S42E,Solar Photovoltaic,PVe,PVe,false
1206,Solar Photovoltaic Project No42_S42F,Solar Photovoltaic,PVe,PVe,false
1207,Solar Photovoltaic Project No42_S42G,Solar Photovoltaic,PVe,PVe,false
1208,Solar Photovoltaic Project No42_S42H,Solar Photovoltaic,PVe,PVe,false
1209,Solar Photovoltaic Project No42_S42I,Solar Photovoltaic,PVe,PVe,false
1210,Solar Photovoltaic Project No42_S42J,Solar Photovoltaic,PVe,PVe,false
1211,Solar Borrego I_SB1,Solar Photovoltaic,PVe,PVe,false
1212,Mountain View IV_1,Onshore Wind Turbine,WT,WT,false
1213,Caltech Central_CL00,Other Waste Biomass,ST,FC,true
1214,Caltech Central_CL01,Other Waste Biomass,ST,FC,true
1215,Caltech Central_CL02,Other Waste Biomass,ST,FC,true
1216,Caltech Central_CL03,Other Waste Biomass,ST,FC,true
1217,Caltech Central_CL04,Other Waste Biomass,ST,FC,true
1218,Caltech Central_CL05,Other Waste Biomass,ST,FC,true
1219,Caltech Central_CL06,Other Waste Biomass,ST,FC,true
1220,Caltech Central_CL07,Other Waste Biomass,ST,FC,true
1221,Caltech Central_CL08,Other Waste Biomass,ST,FC,true
1222,Caltech Central_CL09,Other Waste Biomass,ST,FC,true
1223,Caltech Central_CL10,Other Waste Biomass,ST,FC,true
1224,John L. Featherstone Plant_HRP1,Geothermal,ST,ST,false
1225,Sentinel Energy Center LLC_CTG1,Natural Gas Fired Combustion Turbine,GT,GT,false
1226,Sentinel Energy Center LLC_CTG2,Natural Gas Fired Combustion Turbine,GT,GT,false
1227,Sentinel Energy Center LLC_CTG3,Natural Gas Fired Combustion Turbine,GT,GT,false
1228,Sentinel Energy Center LLC_CTG4,Natural Gas Fired Combustion Turbine,GT,GT,false
1229,Sentinel Energy Center LLC_CTG5,Natural Gas Fired Combustion Turbine,GT,GT,false
1230,Sentinel Energy Center LLC_CTG6,Natural Gas Fired Combustion Turbine,GT,GT,false
1231,Sentinel Energy Center LLC_CTG7,Natural Gas Fired Combustion Turbine,GT,GT,false
1232,Sentinel Energy Center LLC_CTG8,Natural Gas Fired Combustion Turbine,GT,GT,false
1233,Mariposa Energy Project_CTG1,Natural Gas Fired Combustion Turbine,GT,GT,false
1234,Mariposa Energy Project_CTG2,Natural Gas Fired Combustion Turbine,GT,GT,false
1235,Mariposa Energy Project_CTG3,Natural Gas Fired Combustion Turbine,GT,GT,false
1236,Mariposa Energy Project_CTG4,Natural Gas Fired Combustion Turbine,GT,GT,false
1237,Manzana Wind LLC_GEN1,Onshore Wind Turbine,WT,WT,false
1238,Imperial Solar Energy Center South_56819,Solar Photovoltaic,PVe,PVe,false
1239,Imperial Solar Energy Center West_56819,Solar Photovoltaic,PVe,PVe,false
1240,Stroud Solar Station_1,Solar Photovoltaic,PVe,PVe,false
1241,Five Points Solar Station_1,Solar Photovoltaic,PVe,PVe,false
1242,Westside Solar Station_1,Solar Photovoltaic,PVe,PVe,false
1243,FRV SI Transport Solar LP_SEIM,Solar Photovoltaic,PVe,PVe,false
1244,Walnut Creek Energy Park_GT1,Natural Gas Fired Combustion Turbine,GT,GT,false
1245,Walnut Creek Energy Park_GT2,Natural Gas Fired Combustion Turbine,GT,GT,false
1246,Walnut Creek Energy Park_GT3,Natural Gas Fired Combustion Turbine,GT,GT,false
1247,Walnut Creek Energy Park_GT4,Natural Gas Fired Combustion Turbine,GT,GT,false
1248,Walnut Creek Energy Park_GT5,Natural Gas Fired Combustion Turbine,GT,GT,false
1249,Cantua Solar Station_1,Solar Photovoltaic,PVe,PVe,false
1250,Huron Solar Station_1,Solar Photovoltaic,PVe,PVe,false
1251,Solar Photovoltaic Project No32_S32A,Solar Photovoltaic,PVe,PVe,false
1252,Solar Photovoltaic Project No32_S32B,Solar Photovoltaic,PVe,PVe,false
1253,Solar Photovoltaic Project No32_S32C,Solar Photovoltaic,PVe,PVe,false
1254,Solar Photovoltaic Project No33_S33A,Solar Photovoltaic,PVe,PVe,false
1255,Solar Photovoltaic Project No33_S33B,Solar Photovoltaic,PVe,PVe,false
1256,Cal State Univ San Bernardino FC01_FC01,Other Natural Gas,OT,FC,true
1257,Pio Pico Energy Center_CTG1,Natural Gas Fired Combustion Turbine,GT,GT,false
1258,Pio Pico Energy Center_CTG2,Natural Gas Fired Combustion Turbine,GT,GT,false
1259,Pio Pico Energy Center_CTG3,Natural Gas Fired Combustion Turbine,GT,GT,false
1260,Sunnyvale City of WPCP_S-14,Landfill Gas,OT,IC,true
1261,Sunnyvale City of WPCP_S-15,Landfill Gas,OT,IC,true
1262,Sunset Reservoir North Basin_1,Solar Photovoltaic,PVe,PVe,false
1263,Algonquin Power Sanger LLC_CTG,Natural Gas Fired Combined Cycle,CT,CT,false
1264,Algonquin Power Sanger LLC_STG2,Natural Gas Fired Combined Cycle,CT,CA,true
1265,GE - Tehachapi_2.5P2,Onshore Wind Turbine,WT,WT,false
1266,GE - Tehachapi_2.8P3,Onshore Wind Turbine,WT,WT,false
1267,CCCSD Wastewater Treatment Plnt_S188,Natural Gas Fired Combustion Turbine,GT,GT,false
1268,Robert O Schulz Solar Farm_1,Solar Photovoltaic,PVe,PVe,false
1269,Robert O Schulz Solar Farm_2,Solar Photovoltaic,PVe,PVe,false
1270,Broadridge Cogen_CG1,Natural Gas Internal Combustion Engine,IC,IC,false
1271,Broadridge Cogen_CG2,Natural Gas Internal Combustion Engine,IC,IC,false
1272,Broadridge Cogen_PV1,Solar Photovoltaic,PVe,PVe,false
1273,Broadridge Cogen_PV2,Solar Photovoltaic,PVe,PVe,false
1274,University of California San Diego Hybrid_BS1,Batteries,BA,BA,false
1275,University of California San Diego Hybrid_NT2,Natural Gas Fired Combined Cycle,CT,CT,false
1276,University of California San Diego Hybrid_ST1,Natural Gas Fired Combined Cycle,CT,CT,false
1277,University of California San Diego Hybrid_STG,Natural Gas Fired Combined Cycle,CT,CA,true
1278,Oxnard Paper Mill_1,Natural Gas Fired Combustion Turbine,GT,GT,false
1279,Rising Tree Wind Farm_GEN1,Onshore Wind Turbine,WT,WT,false
1280,Foundation ST_WTG1,Onshore Wind Turbine,WT,WT,false
1281,Bakersfield College Solar 01_BC01,Solar Photovoltaic,PVe,PVe,false
1282,Temescal Canyon RV LLC_1,Solar Photovoltaic,PVe,PVe,false
1283,SMUD at Grundman_PV1,Solar Photovoltaic,PVe,PVe,false
1284,SMUD at Van Conett_PV1,Solar Photovoltaic,PVe,PVe,false
1285,SMUD at Fleshman_PV1,Solar Photovoltaic,PVe,PVe,false
1286,City of Madera WWTP_1,Solar Photovoltaic,PVe,PVe,false
1287,Staples La Mirada CA_1,Solar Photovoltaic,PVe,PVe,false
1288,Topaz Solar Farm_TPZ1,Solar Photovoltaic,PVe,PVe,false
1289,Topaz Solar Farm_TPZ2,Solar Photovoltaic,PVe,PVe,false
1290,Topaz Solar Farm_TPZ3,Solar Photovoltaic,PVe,PVe,false
1291,Topaz Solar Farm_TPZ4,Solar Photovoltaic,PVe,PVe,false
1292,Topaz Solar Farm_TPZ5,Solar Photovoltaic,PVe,PVe,false
1293,Aerojet I_1,Solar Photovoltaic,PVe,PVe,false
1294,Aerojet II_1,Solar Photovoltaic,PVe,PVe,false
1295,Vasco Winds_1,Onshore Wind Turbine,WT,WT,false
1296,Montezuma Wind II_1,Onshore Wind Turbine,WT,WT,false
1297,Signal Hill West Unit_1,Other Gases,OT,GT,true
1298,Catalina Solar LLC_INV,Solar Photovoltaic,PVe,PVe,false
1299,Watkins Manufacturing Co._GEN1,Natural Gas Internal Combustion Engine,IC,IC,false
1300,Watkins Manufacturing Co._GEN2,Natural Gas Internal Combustion Engine,IC,IC,false
1301,North Palm Springs 4A_1,Solar Photovoltaic,PVe,PVe,false
1302,Shiloh IV Wind Project LLC_1,Onshore Wind Turbine,WT,WT,false
1303,Lake Hodges Hydroelectric Facility_1,Hydroelectric Pumped Storage,HY,PS,true
1304,Lake Hodges Hydroelectric Facility_2,Hydroelectric Pumped Storage,HY,PS,true
1305,UCSD Fuel Cell Plant_UCSD,Other Waste Biomass,ST,FC,true
1306,North Palm Springs 1A_1,Solar Photovoltaic,PVe,PVe,false
1307,SMUD at Lawrence_PV1,Solar Photovoltaic,PVe,PVe,false
1308,Pacific Wind LLC_1,Onshore Wind Turbine,WT,WT,false
1309,Naval Air Weapons Station China Lake_1,Solar Photovoltaic,PVe,PVe,false
1310,South Bay Fuel Cell Plant_SBFC,Other Waste Biomass,ST,FC,true
1311,Ameresco Butte County_1,Landfill Gas,OT,IC,true
1312,Palo Verde College_1,Solar Photovoltaic,PVe,PVe,false
1313,Windstar 1_WGNS,Onshore Wind Turbine,WT,WT,false
1314,RE Dillard 1 LLC_DL1,Solar Photovoltaic,PVe,PVe,false
1315,RE Kammerer 1 LLC_KAM1,Solar Photovoltaic,PVe,PVe,false
1316,RE Dillard 2 LLC_DIL2,Solar Photovoltaic,PVe,PVe,false
1317,RE Kammerer 2 LLC_KAM2,Solar Photovoltaic,PVe,PVe,false
1318,RE Dillard 3 LLC_DIL3,Solar Photovoltaic,PVe,PVe,false
1319,RE Kammerer 3 LLC_KAM3,Solar Photovoltaic,PVe,PVe,false
1320,RE Bruceville 1 LLC_BRU1,Solar Photovoltaic,PVe,PVe,false
1321,RE Bruceville 2 LLC_BRU2,Solar Photovoltaic,PVe,PVe,false
1322,RE Bruceville 3 LLC_BRU3,Solar Photovoltaic,PVe,PVe,false
1323,Foundation AB_WTG1,Onshore Wind Turbine,WT,WT,false
1324,Foundation IE_WTG1,Onshore Wind Turbine,WT,WT,false
1325,Golden Springs Building C-1_1,Solar Photovoltaic,PVe,PVe,false
1326,Golden Springs Building D_1,Solar Photovoltaic,PVe,PVe,false
1327,RE Dillard 4 LLC_DIL4,Solar Photovoltaic,PVe,PVe,false
1328,Coca Cola American Canyon_COK01,Other Natural Gas,OT,FC,true
1329,Lockheed Martin Sunnyvale_LOK00,Other Natural Gas,OT,FC,true
1330,Franklin Templeton San Mateo_FRK00,Other Natural Gas,OT,FC,true
1331,Adobe San Jose_ADB00,Other Natural Gas,OT,FC,true
1332,Adobe San Jose_ADB01,Other Natural Gas,OT,FC,true
1333,RE McKenzie 1 LLC_MCK1,Solar Photovoltaic,PVe,PVe,false
1334,RE McKenzie 2 LLC_MCK2,Solar Photovoltaic,PVe,PVe,false
1335,RE McKenzie 3 LLC_MCK3,Solar Photovoltaic,PVe,PVe,false
1336,RE McKenzie 4 LLC_MCK4,Solar Photovoltaic,PVe,PVe,false
1337,RE McKenzie 5 LLC_MCK5,Solar Photovoltaic,PVe,PVe,false
1338,RE McKenzie 6 LLC_MCK6,Solar Photovoltaic,PVe,PVe,false
1339,Dinuba Wastewater Treatment Plant_DSPV,Solar Photovoltaic,PVe,PVe,false
1340,Heliocentric_1,Solar Photovoltaic,PVe,PVe,false
1341,Mustang Hills LLC_AW06,Onshore Wind Turbine,WT,WT,false
1342,Pinyon Pine I_AW07,Onshore Wind Turbine,WT,WT,false
1343,Alta Wind VIII_AW08,Onshore Wind Turbine,WT,WT,false
1344,L-8 Solar Project_TSM,Solar Photovoltaic,PVe,PVe,false
1345,Pinyon Pine II_AW09,Onshore Wind Turbine,WT,WT,false
1346,ISH Solar Hospital SDMC_1,Solar Photovoltaic,PVe,PVe,false
1347,ISH Solar Hospital Downey_1,Solar Photovoltaic,PVe,PVe,false
1348,Green Acres Solar Facility 1_GASF1,Solar Photovoltaic,PVe,PVe,false
1349,Green Acres Solar Facility 2_GASF2,Solar Photovoltaic,PVe,PVe,false
1350,North Hollywood_1PT1,Conventional Hydroelectric,HA,HY,true
1351,North Hollywood_2T3,Conventional Hydroelectric,HA,HY,true
1352,Univ of California San Diego Solar_SGU1,Solar Photovoltaic,PVe,PVe,false
1353,Industry MetroLink PV 1_1,Solar Photovoltaic,PVe,PVe,false
1354,2555 E Olympic Bl_1,Solar Photovoltaic,PVe,PVe,false
1355,Guernsey Solar Station_1,Solar Photovoltaic,PVe,PVe,false
1356,Gates Solar Station_1,Solar Photovoltaic,PVe,PVe,false
1357,Improvement Dst No. 4_ID4,Solar Photovoltaic,PVe,PVe,false
1358,Solar Photovoltaic Project No48_S48A,Solar Photovoltaic,PVe,PVe,false
1359,Solar Photovoltaic Project No48_S48B,Solar Photovoltaic,PVe,PVe,false
1360,Solar Photovoltaic Project No48_S48C,Solar Photovoltaic,PVe,PVe,false
1361,Solar Photovoltaic Project No48_S48D,Solar Photovoltaic,PVe,PVe,false
1362,Solar Photovoltaic Project No48_S48E,Solar Photovoltaic,PVe,PVe,false
1363,Solar Photovoltaic Project No48_S48F,Solar Photovoltaic,PVe,PVe,false
1364,Solar Photovoltaic Project No48_S48G,Solar Photovoltaic,PVe,PVe,false
1365,Solar Photovoltaic Project No48_S48H,Solar Photovoltaic,PVe,PVe,false
1366,Solar Photovoltaic Project No48_S48I,Solar Photovoltaic,PVe,PVe,false
1367,Solar Photovoltaic Project No48_S48J,Solar Photovoltaic,PVe,PVe,false
1368,El Segundo Energy Center LLC_5,Natural Gas Fired Combined Cycle,CT,CT,false
1369,El Segundo Energy Center LLC_6,Natural Gas Fired Combined Cycle,CT,CA,true
1370,El Segundo Energy Center LLC_7,Natural Gas Fired Combined Cycle,CT,CT,false
1371,El Segundo Energy Center LLC_8,Natural Gas Fired Combined Cycle,CT,CA,true
1372,San Antonio West Solar Rooftop_CHNO,Solar Photovoltaic,PVe,PVe,false
1373,Tule Wind LLC_1,Onshore Wind Turbine,WT,WT,false
1374,Spreckels Sugar Company_1,Natural Gas Steam Turbine,ST,ST,false
1375,Solar Star California II LLC_1,Solar Photovoltaic,PVe,PVe,false
1376,Desert Green Solar Farm LLC_1,Solar Photovoltaic,PVe,PVe,false
1377,Brookfield Tehachapi 1_BT1,Onshore Wind Turbine,WT,WT,false
1378,Butte College Main Campus Solar_SOL1,Solar Photovoltaic,PVe,PVe,false
1379,SF Southeast Cogen Plant_COGEN,Other Waste Biomass,ST,IC,true
1380,Lodi Energy Center_CT1,Natural Gas Fired Combined Cycle,CT,CT,false
1381,Lodi Energy Center_ST1,Natural Gas Fired Combined Cycle,CT,CA,true
1382,Meridian Vineyards_PV-1,Solar Photovoltaic,PVe,PVe,false
1383,Meridian Vineyards_PV-2,Solar Photovoltaic,PVe,PVe,false
1384,Desert Sunlight 300 LLC_DSL1,Solar Photovoltaic,PVe,PVe,false
1385,Desert Sunlight 300 LLC_DSL10,Solar Photovoltaic,PVe,PVe,false
1386,Desert Sunlight 300 LLC_DSL11,Solar Photovoltaic,PVe,PVe,false
1387,Desert Sunlight 300 LLC_DSL2,Solar Photovoltaic,PVe,PVe,false
1388,Desert Sunlight 300 LLC_DSL3,Solar Photovoltaic,PVe,PVe,false
1389,Desert Sunlight 300 LLC_DSL4,Solar Photovoltaic,PVe,PVe,false
1390,Desert Sunlight 300 LLC_DSL5,Solar Photovoltaic,PVe,PVe,false
1391,Desert Sunlight 300 LLC_DSL6,Solar Photovoltaic,PVe,PVe,false
1392,Desert Sunlight 300 LLC_DSL7,Solar Photovoltaic,PVe,PVe,false
1393,Desert Sunlight 300 LLC_DSL8,Solar Photovoltaic,PVe,PVe,false
1394,Desert Sunlight 300 LLC_DSL9,Solar Photovoltaic,PVe,PVe,false
1395,Alpaugh North_SPS,Solar Photovoltaic,PVe,PVe,false
1396,Alpaugh 50_SPS50,Solar Photovoltaic,PVe,PVe,false
1397,Brea Expansion Plant_G1,Landfill Gas,OT,CT,true
1398,Brea Expansion Plant_G2,Landfill Gas,OT,CT,true
1399,Brea Expansion Plant_G3,Landfill Gas,OT,CT,true
1400,Brea Expansion Plant_G4,Landfill Gas,OT,CT,true
1401,Brea Expansion Plant_G5,Landfill Gas,OT,CA,true
1402,Axium Modesto Solar_1,Solar Photovoltaic,PVe,PVe,false
1403,MolsonCoors Irwindale Brewery_JEN1,Other Waste Biomass,ST,IC,true
1404,MolsonCoors Irwindale Brewery_JEN2,Other Waste Biomass,ST,IC,true
1405,MolsonCoors Irwindale Brewery_PV,Solar Photovoltaic,PVe,PVe,false
1406,MolsonCoors Irwindale Brewery_T100,Natural Gas Fired Combustion Turbine,GT,GT,false
1407,MolsonCoors Irwindale Brewery_T200,Natural Gas Fired Combustion Turbine,GT,GT,false
1408,Paramount Refinery_1,Natural Gas Fired Combustion Turbine,GT,GT,false
1409,SEPV 1_SEPV,Solar Photovoltaic,PVe,PVe,false
1410,Edwards Air Force Base_1,Solar Photovoltaic,PVe,PVe,false
1411,Edwards Air Force Base_2,Solar Photovoltaic,PVe,PVe,false
1412,Edwards Air Force Base_3,Solar Photovoltaic,PVe,PVe,false
1413,Fullerton Mill CHP_GTG1,Natural Gas Fired Combined Cycle,CT,CT,false
1414,Fullerton Mill CHP_STG1,Natural Gas Fired Combined Cycle,CT,CA,true
1415,Intel Folsom_1,Solar Photovoltaic,PVe,PVe,false
1416,Intel Folsom_2,Solar Photovoltaic,PVe,PVe,false
1417,Kern Oil & Refining Co_5900,Natural Gas Fired Combustion Turbine,GT,GT,false
1418,Foundation Cemex River Plant_WTG1,Onshore Wind Turbine,WT,WT,false
1419,Foundation Cemex River Plant_WTG2,Onshore Wind Turbine,WT,WT,false
1420,Foundation Superior Farms_WTG1,Onshore Wind Turbine,WT,WT,false
1421,Foundation Wal-Mart Red Bluff_WTG1,Onshore Wind Turbine,WT,WT,false
1422,Foundation Cemex Madison_WTG1,Onshore Wind Turbine,WT,WT,false
1423,Foundation NWNA_WTG1,Onshore Wind Turbine,WT,WT,false
1424,Foundation NWNA_WTG2,Onshore Wind Turbine,WT,WT,false
1425,Foundation NWNA_WTG3,Onshore Wind Turbine,WT,WT,false
1426,La Joya Del Sol_JDS1,Solar Photovoltaic,PVe,PVe,false
1427,Depot Park Solar System_DPSS,Solar Photovoltaic,PVe,PVe,false
1428,Delano Energy Center_GEN1,Natural Gas Fired Combustion Turbine,GT,GT,false
1429,Kaiser Downey_KRSO1,Landfill Gas,OT,FC,true
1430,Kaiser Downey_KRSO2,Landfill Gas,OT,FC,true
1431,Kaiser Downey_KRSO3,Landfill Gas,OT,FC,true
1432,Kaiser Downey_KRSO4,Landfill Gas,OT,FC,true
1433,Kaiser Downey_KRSO5,Landfill Gas,OT,FC,true
1434,Kaiser Ontario_KSRO1,Other Waste Biomass,ST,FC,true
1435,Kaiser Ontario_KSRO2,Other Waste Biomass,ST,FC,true
1436,Kaiser Ontario_KSRO3,Other Waste Biomass,ST,FC,true
1437,Kaiser Ontario_KSRO4,Other Waste Biomass,ST,FC,true
1438,Kaiser Ontario_KSRO5,Other Waste Biomass,ST,FC,true
1439,RE Kansas South LLC_KS,Solar Photovoltaic,PVe,PVe,false
1440,TA-High Desert LLC_TAHD,Solar Photovoltaic,PVe,PVe,false
1441,Energy Center_TURB1,Natural Gas Fired Combustion Turbine,GT,GT,false
1442,Energy Center_TURB2,Natural Gas Fired Combustion Turbine,GT,GT,false
1443,Energy Center_TURB3,Natural Gas Fired Combustion Turbine,GT,GT,false
1444,CSUF Trigeneration_1,Natural Gas Fired Combustion Turbine,GT,GT,false
1445,CSUF Trigeneration_CPAC,Solar Photovoltaic,PVe,PVe,false
1446,CSUF Trigeneration_KHS,Solar Photovoltaic,PVe,PVe,false
1447,CSUF Trigeneration_NPS,Solar Photovoltaic,PVe,PVe,false
1448,CSUF Trigeneration_PS4,Solar Photovoltaic,PVe,PVe,false
1449,CSUF Trigeneration_SCPS,Solar Photovoltaic,PVe,PVe,false
1450,Crafton Hills College Solar Farm_GEN1,Solar Photovoltaic,PVe,PVe,false
1451,Thomas M Knott Cogen Facility_CG,Natural Gas Fired Combustion Turbine,GT,GT,false
1452,Parnassus Central Utility Plant_GTG1,Natural Gas Fired Combined Cycle,CT,CT,false
1453,Parnassus Central Utility Plant_GTG2,Natural Gas Fired Combined Cycle,CT,CT,false
1454,Parnassus Central Utility Plant_STG1,Natural Gas Fired Combined Cycle,CT,CA,true
1455,RE Victor Phelan Solar One LLC_VPS1,Solar Photovoltaic,PVe,PVe,false
1456,Grassland 3&4 Solar Project_INV3,Solar Photovoltaic,PVe,PVe,false
1457,West Gates Solar Station_1,Solar Photovoltaic,PVe,PVe,false
1458,J.R. Simplot Company_1,All Other,OT,ST,true
1459,Grassland 1&2 Solar Project_INV4,Solar Photovoltaic,PVe,PVe,false
1460,Hoag Hospital Cogen Plant_1,Natural Gas Internal Combustion Engine,IC,IC,false
1461,Hoag Hospital Cogen Plant_2,Natural Gas Internal Combustion Engine,IC,IC,false
1462,Hoag Hospital Cogen Plant_3,Natural Gas Internal Combustion Engine,IC,IC,false
1463,Newberry Solar 1 LLC_1,Solar Photovoltaic,PVe,PVe,false
1464,Tahquitz High School_TAHQ,Solar Photovoltaic,PVe,PVe,false
1465,Wagner Wind LLC_GEN1,Onshore Wind Turbine,WT,WT,false
1466,West Valley High School Solar_WEST,Solar Photovoltaic,PVe,PVe,false
1467,Pierce College_GEN1,Solar Photovoltaic,PVe,PVe,false
1468,VA Sepulveda Ambulatory Care Center_GEN1,Solar Photovoltaic,PVe,PVe,false
