row_index,new_name,PlantCode,plant_name,plant_type,group_index,cc_unit_code,cc_configuration
948,Springs Generating Station_4,56144,Springs Generating Station,ThermalPowerPlant,4,,
949,Red Bluff_IC1,56184,Red Bluff,ThermalPowerPlant,1,,
950,Red Bluff_IC10,56184,Red Bluff,ThermalPowerPlant,2,,
951,Red Bluff_IC11,56184,Red Bluff,ThermalPowerPlant,3,,
952,Red Bluff_IC12,56184,Red Bluff,ThermalPowerPlant,4,,
953,Red Bluff_IC13,56184,Red Bluff,ThermalPowerPlant,5,,
954,Red Bluff_IC14,56184,Red Bluff,ThermalPowerPlant,6,,
955,Red Bluff_IC15,56184,Red Bluff,ThermalPowerPlant,7,,
956,Red Bluff_IC16,56184,Red Bluff,ThermalPowerPlant,8,,
957,Red Bluff_IC2,56184,Red Bluff,ThermalPowerPlant,9,,
958,Red Bluff_IC3,56184,Red Bluff,ThermalPowerPlant,10,,
959,Red Bluff_IC4,56184,Red Bluff,ThermalPowerPlant,11,,
960,Red Bluff_IC5,56184,Red Bluff,ThermalPowerPlant,12,,
961,Red Bluff_IC6,56184,Red Bluff,ThermalPowerPlant,13,,
962,Red Bluff_IC7,56184,Red Bluff,ThermalPowerPlant,14,,
963,Red Bluff_IC8,56184,Red Bluff,ThermalPowerPlant,15,,
964,Red Bluff_IC9,56184,Red Bluff,ThermalPowerPlant,16,,
965,Miramar Energy Facility_1,56232,Miramar Energy Facility,ThermalPowerPlant,1,,
966,Miramar Energy Facility_2,56232,Miramar Energy Facility,ThermalPowerPlant,2,,
967,Malaga Power LLC_GT-1,56239,Malaga Power LLC,ThermalPowerPlant,1,,
968,Malaga Power LLC_GT-2,56239,Malaga Power LLC,ThermalPowerPlant,2,,
969,Diablo Winds LLC_VEST,56271,Diablo Winds LLC,RenewablePowerPlant,1,,
970,Helzel & Schwarzhoff 86_WGNS,56275,Helzel & Schwarzhoff 86,RenewablePowerPlant,1,,
971,ZCO_WGNS,56276,ZCO,RenewablePowerPlant,1,,
972,Santa Maria EPG_EPG,56284,Santa Maria EPG,ThermalPowerPlant,1,,
973,Kumeyaay Wind_1,56295,Kumeyaay Wind,RenewablePowerPlant,1,,
974,Oasis Wind_1,56302,Oasis Wind,RenewablePowerPlant,1,,
975,Bear Valley Power Plant_ICE1,56346,Bear Valley Power Plant,ThermalPowerPlant,1,,
976,Bear Valley Power Plant_ICE2,56346,Bear Valley Power Plant,ThermalPowerPlant,2,,
977,Bear Valley Power Plant_ICE3,56346,Bear Valley Power Plant,ThermalPowerPlant,3,,
978,Bear Valley Power Plant_ICE4,56346,Bear Valley Power Plant,ThermalPowerPlant,4,,
979,Bear Valley Power Plant_ICE5,56346,Bear Valley Power Plant,ThermalPowerPlant,5,,
980,Bear Valley Power Plant_ICE6,56346,Bear Valley Power Plant,ThermalPowerPlant,6,,
981,Bear Valley Power Plant_ICE7,56346,Bear Valley Power Plant,ThermalPowerPlant,7,,
982,Clearwater Power Plant_CT1,56356,Clearwater Power Plant,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
983,Clearwater Power Plant_ST1,56356,Clearwater Power Plant,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
984,Shiloh I Wind Project_1,56362,Shiloh I Wind Project,RenewablePowerPlant,1,,
985,Ameresco Santa Cruz Energy_Unit1,56428,Ameresco Santa Cruz Energy,ThermalPowerPlant,1,,
986,Ameresco Santa Cruz Energy_Unit2,56428,Ameresco Santa Cruz Energy,ThermalPowerPlant,2,,
987,Ameresco Santa Cruz Energy_Unit3,56428,Ameresco Santa Cruz Energy,ThermalPowerPlant,3,,
988,Buena Vista Energy LLC_1,56446,Buena Vista Energy LLC,RenewablePowerPlant,1,,
989,Russell City Energy Center_CTG1,56467,Russell City Energy Center,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
990,Russell City Energy Center_CTG2,56467,Russell City Energy Center,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
991,Russell City Energy Center_STG1,56467,Russell City Energy Center,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
992,Roseburg Forest Products Biomass_1,56469,Roseburg Forest Products Biomass,ThermalPowerPlant,1,,
993,McGrath Peaker_1,56471,McGrath Peaker,ThermalPowerPlant,1,,
994,Grapeland Hybrid_1,56472,Grapeland Hybrid,ThermalPowerPlant,1,,
995,Grapeland Hybrid_BA1,56472,Grapeland Hybrid,RenewablePowerPlant,2,,
996,Mira Loma Peaker_1,56473,Mira Loma Peaker,ThermalPowerPlant,1,,
997,Barre Peaker_1,56474,Barre Peaker,ThermalPowerPlant,1,,
998,Center Hybrid_1,56475,Center Hybrid,ThermalPowerPlant,1,,
999,Center Hybrid_BA1,56475,Center Hybrid,RenewablePowerPlant,2,,
1000,Gateway Generating Station_A,56476,Gateway Generating Station,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
1001,Gateway Generating Station_B,56476,Gateway Generating Station,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
1002,Gateway Generating Station_C,56476,Gateway Generating Station,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
1003,Colusa Generating Station_A,56532,Colusa Generating Station,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
1004,Colusa Generating Station_B,56532,Colusa Generating Station,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
1005,Colusa Generating Station_C,56532,Colusa Generating Station,CombinedCycleBlock,1,CC1,DoubleCombustionOneSteam
1006,Niland Gas Turbine Plant_1,56569,Niland Gas Turbine Plant,ThermalPowerPlant,1,,
1007,Niland Gas Turbine Plant_2,56569,Niland Gas Turbine Plant,ThermalPowerPlant,2,,
1008,Terra-Gen VG Wind LLC_WGNS,56570,Terra-Gen VG Wind LLC,RenewablePowerPlant,1,,
1009,Rancho Penasquitos_G100,56615,Rancho Penasquitos,HydroPowerPlant,1,,
1010,Midway Peaking LLC_1,56639,Midway Peaking LLC,ThermalPowerPlant,1,,
1011,Midway Peaking LLC_2,56639,Midway Peaking LLC,ThermalPowerPlant,2,,
1012,Hatchet Ridge Wind Project_1,56654,Hatchet Ridge Wind Project,RenewablePowerPlant,1,,
1013,El Nido Facility_AMPC,56707,El Nido Facility,ThermalPowerPlant,1,,
1014,CalRenew-1_CR1,56768,CalRenew-1,RenewablePowerPlant,1,,
1015,Dillon Wind LLC_1,56791,Dillon Wind LLC,RenewablePowerPlant,1,,
1016,Panoche Energy Center_1,56803,Panoche Energy Center,ThermalPowerPlant,1,,
1017,Panoche Energy Center_2,56803,Panoche Energy Center,ThermalPowerPlant,2,,
1018,Panoche Energy Center_3,56803,Panoche Energy Center,ThermalPowerPlant,3,,
1019,Panoche Energy Center_4,56803,Panoche Energy Center,ThermalPowerPlant,4,,
1020,ELACC Photovoltaic Power Facility_PV1,56814,ELACC Photovoltaic Power Facility,RenewablePowerPlant,1,,
1021,ELACC Photovoltaic Power Facility_PV2,56814,ELACC Photovoltaic Power Facility,RenewablePowerPlant,2,,
1022,North Brawley Geothermal Plant_GE1,56832,North Brawley Geothermal Plant,ThermalPowerPlant,1,,
1023,North Brawley Geothermal Plant_GE2,56832,North Brawley Geothermal Plant,ThermalPowerPlant,2,,
1024,North Brawley Geothermal Plant_GE3,56832,North Brawley Geothermal Plant,ThermalPowerPlant,3,,
1025,North Brawley Geothermal Plant_GE4,56832,North Brawley Geothermal Plant,ThermalPowerPlant,4,,
1026,North Brawley Geothermal Plant_GE5,56832,North Brawley Geothermal Plant,ThermalPowerPlant,5,,
1027,Bolthouse S&P and Rowen Farms Solar_1,56862,Bolthouse S&P and Rowen Farms Solar,RenewablePowerPlant,1,,
1028,Bolthouse S&P and Rowen Farms Solar_2,56862,Bolthouse S&P and Rowen Farms Solar,RenewablePowerPlant,2,,
1029,Bolthouse S&P and Rowen Farms Solar_3,56862,Bolthouse S&P and Rowen Farms Solar,RenewablePowerPlant,3,,
1030,Bolthouse S&P and Rowen Farms Solar_4,56862,Bolthouse S&P and Rowen Farms Solar,RenewablePowerPlant,4,,
1031,Sacramento Soleil LLC_TBD,56875,Sacramento Soleil LLC,RenewablePowerPlant,1,,
1032,Ameresco Ox Mountain_1,56895,Ameresco Ox Mountain,ThermalPowerPlant,1,,
1033,Ameresco Ox Mountain_2,56895,Ameresco Ox Mountain,ThermalPowerPlant,2,,
1034,Ameresco Ox Mountain_3,56895,Ameresco Ox Mountain,ThermalPowerPlant,3,,
1035,Ameresco Ox Mountain_4,56895,Ameresco Ox Mountain,ThermalPowerPlant,4,,
1036,Ameresco Ox Mountain_5,56895,Ameresco Ox Mountain,ThermalPowerPlant,5,,
1037,Ameresco Ox Mountain_6,56895,Ameresco Ox Mountain,ThermalPowerPlant,6,,
1038,Ameresco Keller Canyon_1,56897,Ameresco Keller Canyon,ThermalPowerPlant,1,,
1039,Ameresco Keller Canyon_2,56897,Ameresco Keller Canyon,ThermalPowerPlant,2,,
1040,Ameresco Chiquita Canyon_1,56898,Ameresco Chiquita Canyon,ThermalPowerPlant,1,,
1041,Ameresco Chiquita Canyon_2,56898,Ameresco Chiquita Canyon,ThermalPowerPlant,2,,
1042,Gap Pacific Distribution Center_1,56909,Gap Pacific Distribution Center,RenewablePowerPlant,1,,
1043,Gap Pacific Distribution Center_2,56909,Gap Pacific Distribution Center,RenewablePowerPlant,2,,
1044,Gap Pacific Distribution Center_3,56909,Gap Pacific Distribution Center,RenewablePowerPlant,3,,
1045,Gap Pacific Distribution Center_4,56909,Gap Pacific Distribution Center,RenewablePowerPlant,4,,
1046,Orange Grove Peaking Facility_CTG1,56914,Orange Grove Peaking Facility,ThermalPowerPlant,1,,
1047,Orange Grove Peaking Facility_CTG2,56914,Orange Grove Peaking Facility,ThermalPowerPlant,2,,
1048,Solar Blythe LLC_1,56939,Solar Blythe LLC,RenewablePowerPlant,1,,
1049,Solar Photovoltaic Project No02_S1A,56996,Solar Photovoltaic Project #02,RenewablePowerPlant,1,,
1050,Solar Photovoltaic Project No02_S1B,56996,Solar Photovoltaic Project #02,RenewablePowerPlant,2,,
1051,SunEdison Walgreens Moreno Valley_1,57004,SunEdison Walgreens Moreno Valley,RenewablePowerPlant,1,,
1052,Mariani Packing Vacaville Solar_1,57005,Mariani Packing Vacaville Solar,RenewablePowerPlant,1,,
1053,Walgreens Woodland Distribution Center_1,57006,Walgreens Woodland Distribution Center,RenewablePowerPlant,1,,
1054,SunEdison Ironwood State Prison_1,57007,SunEdison Ironwood State Prison,RenewablePowerPlant,1,,
1055,Kohls San Bernardino Solar Facility_1,57009,Kohls San Bernardino Solar Facility,RenewablePowerPlant,1,,
1056,SunEdison Anheuser Busch Fairfield_1,57010,SunEdison Anheuser Busch Fairfield,RenewablePowerPlant,1,,
1057,Chuckawalla Valley State Prison_1,57011,Chuckawalla Valley State Prison,RenewablePowerPlant,1,,
1058,SunEdison Walmart Apple Valley DC_1,57012,SunEdison Walmart Apple Valley DC,RenewablePowerPlant,1,,
1059,Canyon Power Plant_CPP1,57027,Canyon Power Plant,ThermalPowerPlant,1,,
1060,Canyon Power Plant_CPP2,57027,Canyon Power Plant,ThermalPowerPlant,2,,
1061,Canyon Power Plant_CPP3,57027,Canyon Power Plant,ThermalPowerPlant,3,,
1062,Canyon Power Plant_CPP4,57027,Canyon Power Plant,ThermalPowerPlant,4,,
1063,Vaca Dixon Solar Station_1,57041,Vaca Dixon Solar Station,RenewablePowerPlant,1,,
1064,CSU East Bay_1,57042,CSU East Bay,ThermalPowerPlant,1,,
1065,SF State University_1,57043,SF State University,ThermalPowerPlant,1,,
1066,SF State University_2,57043,SF State University,ThermalPowerPlant,2,,
1067,Whittier LFG Power Plant No1_EN01,57102,Whittier LFG Power Plant #1,ThermalPowerPlant,1,,
1068,Whittier LFG Power Plant No1_EN02,57102,Whittier LFG Power Plant #1,ThermalPowerPlant,2,,
1069,UCI Facilities Management Central Plant_CTG1,57122,UCI Facilities Management Central Plant,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
1070,UCI Facilities Management Central Plant_STG1,57122,UCI Facilities Management Central Plant,CombinedCycleBlock,1,CC1,SeparateShaftCombustionSteam
1071,G2 Energy Ostrom Road LLC_359,57133,G2 Energy Ostrom Road LLC,ThermalPowerPlant,1,,
1072,G2 Energy Ostrom Road LLC_361,57133,G2 Energy Ostrom Road LLC,ThermalPowerPlant,2,,
1073,Mesquite Lake Water & Power Plant 1_1209,57154,Mesquite Lake Water & Power Plant 1,ThermalPowerPlant,1,,
1074,Calabasas Gas to Energy Facility_GEN1,57163,Calabasas Gas to Energy Facility,ThermalPowerPlant,1,,
1075,Calabasas Gas to Energy Facility_GEN3,57163,Calabasas Gas to Energy Facility,ThermalPowerPlant,2,,
1076,Solar Photovoltaic Project No03_S003A,57217,Solar Photovoltaic Project #03,RenewablePowerPlant,1,,
1077,Solar Photovoltaic Project No03_S003B,57217,Solar Photovoltaic Project #03,RenewablePowerPlant,2,,
1078,Solar Photovoltaic Project No05_S005A,57219,Solar Photovoltaic Project #05,RenewablePowerPlant,1,,
1079,Solar Photovoltaic Project No05_S005B,57219,Solar Photovoltaic Project #05,RenewablePowerPlant,2,,
1080,Solar Photovoltaic Project No05_S005C,57219,Solar Photovoltaic Project #05,RenewablePowerPlant,3,,
1081,Solar Photovoltaic Project No05_S005D,57219,Solar Photovoltaic Project #05,RenewablePowerPlant,4,,
1082,Solar Photovoltaic Project No05_S005E,57219,Solar Photovoltaic Project #05,RenewablePowerPlant,5,,
1083,Solar Photovoltaic Project No06_S006A,57220,Solar Photovoltaic Project #06,RenewablePowerPlant,1,,
1084,Solar Photovoltaic Project No06_S006B,57220,Solar Photovoltaic Project #06,RenewablePowerPlant,2,,
1085,Solar Photovoltaic Project No06_S006C,57220,Solar Photovoltaic Project #06,RenewablePowerPlant,3,,
1086,Solar Photovoltaic Project No06_S006D,57220,Solar Photovoltaic Project #06,RenewablePowerPlant,4,,
1087,Solar Photovoltaic Project No07_S007A,57221,Solar Photovoltaic Project #07,RenewablePowerPlant,1,,
1088,Solar Photovoltaic Project No07_S007B,57221,Solar Photovoltaic Project #07,RenewablePowerPlant,2,,
1089,Solar Photovoltaic Project No07_S007C,57221,Solar Photovoltaic Project #07,RenewablePowerPlant,3,,
1090,Solar Photovoltaic Project No07_S007D,57221,Solar Photovoltaic Project #07,RenewablePowerPlant,4,,
1091,Solar Photovoltaic Project No07_S007E,57221,Solar Photovoltaic Project #07,RenewablePowerPlant,5,,
1092,Solar Photovoltaic Project No08_S008A,57222,Solar Photovoltaic Project #08,RenewablePowerPlant,1,,
1093,Solar Photovoltaic Project No08_S008B,57222,Solar Photovoltaic Project #08,RenewablePowerPlant,2,,
1094,Solar Photovoltaic Project No08_S008C,57222,Solar Photovoltaic Project #08,RenewablePowerPlant,3,,
1095,Solar Photovoltaic Project No08_S008D,57222,Solar Photovoltaic Project #08,RenewablePowerPlant,4,,
1096,Solar Photovoltaic Project No09_S009A,57223,Solar Photovoltaic Project #09,RenewablePowerPlant,1,,
1097,Solar Photovoltaic Project No09_S009B,57223,Solar Photovoltaic Project #09,RenewablePowerPlant,2,,
1098,Solar Photovoltaic Project No10_S010A,57224,Solar Photovoltaic Project #10,RenewablePowerPlant,1,,
1099,Solar Photovoltaic Project No10_S010B,57224,Solar Photovoltaic Project #10,RenewablePowerPlant,2,,
1100,Solar Photovoltaic Project No10_S010C,57224,Solar Photovoltaic Project #10,RenewablePowerPlant,3,,
1101,Solar Photovoltaic Project No11_S011A,57225,Solar Photovoltaic Project #11,RenewablePowerPlant,1,,
1102,Solar Photovoltaic Project No11_S011B,57225,Solar Photovoltaic Project #11,RenewablePowerPlant,2,,
1103,Solar Photovoltaic Project No11_S011C,57225,Solar Photovoltaic Project #11,RenewablePowerPlant,3,,
1104,Solar Photovoltaic Project No11_S011D,57225,Solar Photovoltaic Project #11,RenewablePowerPlant,4,,
1105,Solar Photovoltaic Project No11_S011E,57225,Solar Photovoltaic Project #11,RenewablePowerPlant,5,,
1106,Solar Photovoltaic Project No11_S011F,57225,Solar Photovoltaic Project #11,RenewablePowerPlant,6,,
1107,Solar Photovoltaic Project No11_S011G,57225,Solar Photovoltaic Project #11,RenewablePowerPlant,7,,
1108,Solar Photovoltaic Project No12_S012A,57226,Solar Photovoltaic Project #12,RenewablePowerPlant,1,,
1109,Solar Photovoltaic Project No13_S013A,57227,Solar Photovoltaic Project #13,RenewablePowerPlant,1,,
1110,Solar Photovoltaic Project No13_S013B,57227,Solar Photovoltaic Project #13,RenewablePowerPlant,2,,
1111,Solar Photovoltaic Project No13_S013C,57227,Solar Photovoltaic Project #13,RenewablePowerPlant,3,,
1112,Solar Photovoltaic Project No13_S013D,57227,Solar Photovoltaic Project #13,RenewablePowerPlant,4,,
1113,Solar Photovoltaic Project No13_S013E,57227,Solar Photovoltaic Project #13,RenewablePowerPlant,5,,
1114,Solar Photovoltaic Project No13_S013F,57227,Solar Photovoltaic Project #13,RenewablePowerPlant,6,,
1115,Solar Photovoltaic Project No13_S013G,57227,Solar Photovoltaic Project #13,RenewablePowerPlant,7,,
1116,Solar Photovoltaic Project No15_S015A,57229,Solar Photovoltaic Project #15,RenewablePowerPlant,1,,
1117,Solar Photovoltaic Project No15_S015B,57229,Solar Photovoltaic Project #15,RenewablePowerPlant,2,,
1118,Solar Photovoltaic Project No15_S015C,57229,Solar Photovoltaic Project #15,RenewablePowerPlant,3,,
1119,Solar Photovoltaic Project No15_S015D,57229,Solar Photovoltaic Project #15,RenewablePowerPlant,4,,
1120,Solar Photovoltaic Project No15_S015E,57229,Solar Photovoltaic Project #15,RenewablePowerPlant,5,,
1121,Solar Photovoltaic Project No15_S015F,57229,Solar Photovoltaic Project #15,RenewablePowerPlant,6,,
1122,Solar Photovoltaic Project No15_S015G,57229,Solar Photovoltaic Project #15,RenewablePowerPlant,7,,
1123,Solar Photovoltaic Project No16_S016A,57230,Solar Photovoltaic Project #16,RenewablePowerPlant,1,,
1124,Solar Photovoltaic Project No16_S016B,57230,Solar Photovoltaic Project #16,RenewablePowerPlant,2,,
1125,Solar Photovoltaic Project No16_S016C,57230,Solar Photovoltaic Project #16,RenewablePowerPlant,3,,
1126,Solar Photovoltaic Project No17_S017A,57231,Solar Photovoltaic Project #17,RenewablePowerPlant,1,,
1127,Solar Photovoltaic Project No17_S017B,57231,Solar Photovoltaic Project #17,RenewablePowerPlant,2,,
1128,Solar Photovoltaic Project No17_S017C,57231,Solar Photovoltaic Project #17,RenewablePowerPlant,3,,
1129,Solar Photovoltaic Project No17_S017D,57231,Solar Photovoltaic Project #17,RenewablePowerPlant,4,,
1130,Solar Photovoltaic Project No17_S017E,57231,Solar Photovoltaic Project #17,RenewablePowerPlant,5,,
1131,Solar Photovoltaic Project No17_S017F,57231,Solar Photovoltaic Project #17,RenewablePowerPlant,6,,
1132,Solar Photovoltaic Project No17_S017G,57231,Solar Photovoltaic Project #17,RenewablePowerPlant,7,,
1133,Solar Photovoltaic Project No18_S018A,57232,Solar Photovoltaic Project #18,RenewablePowerPlant,1,,
1134,Solar Photovoltaic Project No18_S018B,57232,Solar Photovoltaic Project #18,RenewablePowerPlant,2,,
1135,Solar Photovoltaic Project No18_S018C,57232,Solar Photovoltaic Project #18,RenewablePowerPlant,3,,
1136,Solar Photovoltaic Project No23_S023A,57236,Solar Photovoltaic Project #23,RenewablePowerPlant,1,,
1137,Solar Photovoltaic Project No23_S023B,57236,Solar Photovoltaic Project #23,RenewablePowerPlant,2,,
1138,Solar Photovoltaic Project No23_S023C,57236,Solar Photovoltaic Project #23,RenewablePowerPlant,3,,
1139,Solar Photovoltaic Project No23_S023D,57236,Solar Photovoltaic Project #23,RenewablePowerPlant,4,,
1140,Solar Photovoltaic Project No23_S023E,57236,Solar Photovoltaic Project #23,RenewablePowerPlant,5,,
1141,Solar Photovoltaic Project No26_S026A,57245,Solar Photovoltaic Project #26,RenewablePowerPlant,1,,
1142,Solar Photovoltaic Project No26_S026B,57245,Solar Photovoltaic Project #26,RenewablePowerPlant,2,,
1143,Solar Photovoltaic Project No26_S026C,57245,Solar Photovoltaic Project #26,RenewablePowerPlant,3,,
1144,Solar Photovoltaic Project No26_S026D,57245,Solar Photovoltaic Project #26,RenewablePowerPlant,4,,
1145,Solar Photovoltaic Project No26_S026E,57245,Solar Photovoltaic Project #26,RenewablePowerPlant,5,,
1146,Solar Photovoltaic Project No26_S026F,57245,Solar Photovoltaic Project #26,RenewablePowerPlant,6,,
1147,Solar Photovoltaic Project No26_S026G,57245,Solar Photovoltaic Project #26,RenewablePowerPlant,7,,
1148,Solar Photovoltaic Project No26_S026H,57245,Solar Photovoltaic Project #26,RenewablePowerPlant,8,,
1149,Solar Photovoltaic Project No26_S026I,57245,Solar Photovoltaic Project #26,RenewablePowerPlant,9,,
1150,Solar Photovoltaic Project No26_S026J,57245,Solar Photovoltaic Project #26,RenewablePowerPlant,10,,
1151,Solar Photovoltaic Project No26_SO26K,57245,Solar Photovoltaic Project #26,RenewablePowerPlant,11,,
1152,Solar Photovoltaic Project No26_SO26L,57245,Solar Photovoltaic Project #26,RenewablePowerPlant,12,,
1153,Solar Photovoltaic Project No27_S027A,57246,Solar Photovoltaic Project #27,RenewablePowerPlant,1,,
1154,Solar Photovoltaic Project No27_S027B,57246,Solar Photovoltaic Project #27,RenewablePowerPlant,2,,
1155,Solar Photovoltaic Project No27_S027C,57246,Solar Photovoltaic Project #27,RenewablePowerPlant,3,,
1156,Solar Photovoltaic Project No27_S027D,57246,Solar Photovoltaic Project #27,RenewablePowerPlant,4,,
1157,Solar Photovoltaic Project No28_S028A,57247,Solar Photovoltaic Project #28,RenewablePowerPlant,1,,
1158,Solar Photovoltaic Project No28_S028B,57247,Solar Photovoltaic Project #28,RenewablePowerPlant,2,,
1159,Solar Photovoltaic Project No28_S028C,57247,Solar Photovoltaic Project #28,RenewablePowerPlant,3,,
1160,Solar Photovoltaic Project No28_S028D,57247,Solar Photovoltaic Project #28,RenewablePowerPlant,4,,
1161,Solar Photovoltaic Project No28_S028E,57247,Solar Photovoltaic Project #28,RenewablePowerPlant,5,,
1162,Solar Photovoltaic Project No28_S028F,57247,Solar Photovoltaic Project #28,RenewablePowerPlant,6,,
1163,Solar Photovoltaic Project No28_S028G,57247,Solar Photovoltaic Project #28,RenewablePowerPlant,7,,
1164,Marsh Landing Generating Station_1,57267,Marsh Landing Generating Station,ThermalPowerPlant,1,,
1165,Marsh Landing Generating Station_2,57267,Marsh Landing Generating Station,ThermalPowerPlant,2,,
1166,Marsh Landing Generating Station_3,57267,Marsh Landing Generating Station,ThermalPowerPlant,3,,
1167,Marsh Landing Generating Station_4,57267,Marsh Landing Generating Station,ThermalPowerPlant,4,,
1168,Alta Wind Energy Center I_AW01,57282,Alta Wind Energy Center I,RenewablePowerPlant,1,,
1169,Alta Wind Energy Center II_AW02,57291,Alta Wind Energy Center II,RenewablePowerPlant,1,,
1170,Alta Wind Energy Center III_AW03,57292,Alta Wind Energy Center III,RenewablePowerPlant,1,,
1171,Alta Wind Energy Center IV_AW04,57293,Alta Wind Energy Center IV,RenewablePowerPlant,1,,
1172,Alta Wind Energy Center V_AW05,57294,Alta Wind Energy Center V,RenewablePowerPlant,1,,
1173,Alpine Solar_1,57295,Alpine Solar,RenewablePowerPlant,1,,
1174,Dutch Wind Energy_DEC,57301,Dutch Wind Energy,RenewablePowerPlant,1,,
1175,Garnet Wind Energy Center_1,57302,Garnet Wind Energy Center,RenewablePowerPlant,1,,
1176,Adelanto Solar Project_1,57305,Adelanto Solar Project,RenewablePowerPlant,1,,
1177,Maclay Solar Project_1,57308,Maclay Solar Project,RenewablePowerPlant,1,,
1178,Pacific Cruise Ship Terminals Berth 93_1,57309,Pacific Cruise Ship Terminals Berth 93,RenewablePowerPlant,1,,
1179,1420 Coil Av NoC_1,57310,1420 Coil Av #C,RenewablePowerPlant,1,,
1180,Occidental College Solar Project_1,57311,Occidental College Solar Project,RenewablePowerPlant,1,,
1181,Metro Support Services Center Solar_1,57313,Metro Support Services Center Solar,RenewablePowerPlant,1,,
1182,Los Angeles Harbor College_1,57314,Los Angeles Harbor College,RenewablePowerPlant,1,,
1183,Sierra SunTower Solar Gen Station_UNIT1,57323,Sierra SunTower Solar Gen Station,RenewablePowerPlant,1,,
1184,Mojave Solar Project_MSP1,57331,Mojave Solar Project,RenewablePowerPlant,1,,
1185,Mojave Solar Project_MSP2,57331,Mojave Solar Project,RenewablePowerPlant,2,,
1186,Panoche Valley Solar Farm_1,57340,Panoche Valley Solar Farm,RenewablePowerPlant,1,,
1187,Avenal Park_1,57359,Avenal Park,RenewablePowerPlant,1,,
1188,Sun City Project LLC_1,57360,Sun City Project LLC,RenewablePowerPlant,1,,
1189,Sand Drag LLC_1,57361,Sand Drag LLC,RenewablePowerPlant,1,,
1190,Siphon Drop Power Plant_1,57364,Siphon Drop Power Plant,HydroPowerPlant,1,,
1191,Siphon Drop Power Plant_2,57364,Siphon Drop Power Plant,HydroPowerPlant,2,,
1192,AV Solar Ranch One_AVSR,57378,AV Solar Ranch One,RenewablePowerPlant,1,,
1193,Genesis Solar Energy Project_GEN01,57394,Genesis Solar Energy Project,RenewablePowerPlant,1,,
1194,Genesis Solar Energy Project_GEN02,57394,Genesis Solar Energy Project,RenewablePowerPlant,2,,
1195,Yolo County Solar Project_1,57422,Yolo County Solar Project,RenewablePowerPlant,1,,
1196,California Valley Solar Ranch_HPR2,57439,California Valley Solar Ranch,RenewablePowerPlant,1,,
1197,California Valley Solar Ranch_HPR2A,57439,California Valley Solar Ranch,RenewablePowerPlant,2,,
1198,California Valley Solar Ranch_HPR2B,57439,California Valley Solar Ranch,RenewablePowerPlant,3,,
1199,California Valley Solar Ranch_HPR2C,57439,California Valley Solar Ranch,RenewablePowerPlant,4,,
1200,California Valley Solar Ranch_HPR2D,57439,California Valley Solar Ranch,RenewablePowerPlant,5,,
1201,Solar Photovoltaic Project No42_S42A,57441,Solar Photovoltaic Project #42,RenewablePowerPlant,1,,
1202,Solar Photovoltaic Project No42_S42B,57441,Solar Photovoltaic Project #42,RenewablePowerPlant,2,,
1203,Solar Photovoltaic Project No42_S42C,57441,Solar Photovoltaic Project #42,RenewablePowerPlant,3,,
1204,Solar Photovoltaic Project No42_S42D,57441,Solar Photovoltaic Project #42,RenewablePowerPlant,4,,
1205,Solar Photovoltaic Project No42_S42E,57441,Solar Photovoltaic Project #42,RenewablePowerPlant,5,,
1206,Solar Photovoltaic Project No42_S42F,57441,Solar Photovoltaic Project #42,RenewablePowerPlant,6,,
1207,Solar Photovoltaic Project No42_S42G,57441,Solar Photovoltaic Project #42,RenewablePowerPlant,7,,
1208,Solar Photovoltaic Project No42_S42H,57441,Solar Photovoltaic Project #42,RenewablePowerPlant,8,,
1209,Solar Photovoltaic Project No42_S42I,57441,Solar Photovoltaic Project #42,RenewablePowerPlant,9,,
1210,Solar Photovoltaic Project No42_S42J,57441,Solar Photovoltaic Project #42,RenewablePowerPlant,10,,
1211,Solar Borrego I_SB1,57455,Solar Borrego I,RenewablePowerPlant,1,,
1212,Mountain View IV_1,57459,Mountain View IV,RenewablePowerPlant,1,,
1213,Caltech Central_CL00,57460,Caltech Central,ThermalPowerPlant,1,,
1214,Caltech Central_CL01,57460,Caltech Central,ThermalPowerPlant,2,,
1215,Caltech Central_CL02,57460,Caltech Central,ThermalPowerPlant,3,,
1216,Caltech Central_CL03,57460,Caltech Central,ThermalPowerPlant,4,,
1217,Caltech Central_CL04,57460,Caltech Central,ThermalPowerPlant,5,,
1218,Caltech Central_CL05,57460,Caltech Central,ThermalPowerPlant,6,,
1219,Caltech Central_CL06,57460,Caltech Central,ThermalPowerPlant,7,,
1220,Caltech Central_CL07,57460,Caltech Central,ThermalPowerPlant,8,,
